#TYPE Deserialized.Microsoft.Exchange.Management.RecipientTasks.MailboxAcePresentationObject
"PSComputerName","RunspaceId","PSShowComputerName","AccessRights","Deny","InheritanceType","User","Identity","IsInherited","IsValid","ObjectState"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, ReadPermission","False","None","NT AUTHORITY\SELF","Center","False","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, ExternalAccount, ReadPermission","False","Descendents","NT AUTHORITY\SELF","Center","False","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess","False","All","druginfo@wvuhsc.onmicrosoft.com","Center","False","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess","True","All","NAMPRD05\Administrator","Center","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess","True","All","NAMPRD05\Domain Admins","Center","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess","True","All","NAMPRD05\Enterprise Admins","Center","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess","True","All","NAMPRD05\Organization Management","Center","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess","False","All","NT AUTHORITY\SYSTEM","Center","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","ReadPermission","False","All","NT AUTHORITY\NETWORK SERVICE","Center","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","ReadPermission","False","All","S-1-5-21-1589316702-2032257147-3807288276-5106","Center","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","ReadPermission","False","All","PRDTSB01\JitUsers","Center","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, DeleteItem, ReadPermission, ChangePermission, ChangeOwner","False","All","NAMPRD05\Administrator","Center","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, DeleteItem, ReadPermission, ChangePermission, ChangeOwner","False","All","NAMPRD05\Domain Admins","Center","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, DeleteItem, ReadPermission, ChangePermission, ChangeOwner","False","All","NAMPRD05\Enterprise Admins","Center","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, DeleteItem, ReadPermission, ChangePermission, ChangeOwner","False","All","NAMPRD05\Organization Management","Center","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","ReadPermission","False","All","NAMPRD05\Public Folder Management","Center","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, ReadPermission","False","All","NAMPRD05\Exchange Servers","Center","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, DeleteItem, ReadPermission, ChangePermission, ChangeOwner","False","All","NAMPRD05\Exchange Trusted Subsystem","Center","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","ReadPermission","False","All","NAMPRD05\Managed Availability Servers","Center","True","True","Unchanged"
