#TYPE Deserialized.Microsoft.Exchange.Management.RecipientTasks.MailboxAcePresentationObject
"PSComputerName","RunspaceId","PSShowComputerName","AccessRights","Deny","InheritanceType","User","Identity","IsInherited","IsValid","ObjectState"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, ReadPermission","False","None","NT AUTHORITY\SELF","G139 Xerox","False","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, ExternalAccount, ReadPermission","False","Descendents","NT AUTHORITY\SELF","G139 Xerox","False","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess","False","All","g139xerox@wvuhsc.onmicrosoft.com","G139 Xerox","False","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess","True","All","NAMPRD05\Administrator","G139 Xerox","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess","True","All","NAMPRD05\Domain Admins","G139 Xerox","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess","True","All","NAMPRD05\Enterprise Admins","G139 Xerox","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess","True","All","NAMPRD05\Organization Management","G139 Xerox","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess","False","All","NT AUTHORITY\SYSTEM","G139 Xerox","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","ReadPermission","False","All","NT AUTHORITY\NETWORK SERVICE","G139 Xerox","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","ReadPermission","False","All","S-1-5-21-1589316702-2032257147-3807288276-5106","G139 Xerox","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","ReadPermission","False","All","PRDTSB01\JitUsers","G139 Xerox","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, DeleteItem, ReadPermission, ChangePermission, ChangeOwner","False","All","NAMPRD05\Administrator","G139 Xerox","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, DeleteItem, ReadPermission, ChangePermission, ChangeOwner","False","All","NAMPRD05\Domain Admins","G139 Xerox","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, DeleteItem, ReadPermission, ChangePermission, ChangeOwner","False","All","NAMPRD05\Enterprise Admins","G139 Xerox","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, DeleteItem, ReadPermission, ChangePermission, ChangeOwner","False","All","NAMPRD05\Organization Management","G139 Xerox","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","ReadPermission","False","All","NAMPRD05\Public Folder Management","G139 Xerox","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, ReadPermission","False","All","NAMPRD05\Exchange Servers","G139 Xerox","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","FullAccess, DeleteItem, ReadPermission, ChangePermission, ChangeOwner","False","All","NAMPRD05\Exchange Trusted Subsystem","G139 Xerox","True","True","Unchanged"
"ps.outlook.com","be60350d-a852-4249-af1a-eaa3bcc74f1b","False","ReadPermission","False","All","NAMPRD05\Managed Availability Servers","G139 Xerox","True","True","Unchanged"
